ID,规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,严重程度,Kit名称,开发责任人,测试责任人,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
cmrambzrp0q76h67bh577q1cr,0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,CustomBuilderT\<T>,,637,未确认,P2,ArkUI,,,该行使用了`<br />`作为换行标签；规则要求换行符统一使用规范的`<br>`，因此应替换为`<br>`。,,| size        | [Length](ts-types.md#length)               | 否  |  是  | -           | 内部图标大小，单位vp。默认大小与多选框组件宽度相同。<br>不支持百分比形式设置。设置为非法值时，按照默认值处理。 |,| size        | [Length](ts-types.md#length)               | 否  |  是  | -           | 内部图标大小，单位vp。默认大小与多选框组件宽度相同。<br />不支持百分比形式设置。设置为非法值时，按照默认值处理。 |,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,否,文档 ts-types.md 第639行属于 MarkStyle.size 说明，接口归属非本组；本次不处理该组文档问题。,已按检视意见撤销 ts-types.md 第639行 `<br>` 修改，保持原文不变。
cmramc0xm0qbah67b5za8jphc,11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,VoidCallback,,866,未确认,P2,ArkUI,,,VoidCallback章节仅给出类型定义和适用范围信息，缺少类型级总体功能描述，未说明该回调类型的用途或适用场景。,,"type VoidCallback = () => void

无参数、无返回值的函数回调类型，用于定义不需要传递数据且不返回结果的回调场景。",type VoidCallback = () => void,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,是,文档 ts-types.md 第866-870行 VoidCallback 原只有 `type VoidCallback = () => void`，缺少用途说明；接口 /home/y/openharmony/interface/sdk-js/api/@internal/component/ets/units.d.ts 第2037-2046行定义 VoidCallback 为无参数无返回值函数类型。,已在 ts-types.md 第870行新增“无参数、无返回值的函数回调类型，用于定义不需要传递数据且不返回结果的回调场景。”
cmramc0wm0qb6h67bdccynuof,11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,CustomBuilderT\<T>,,626,未确认,P2,ArkUI,,,该章节标题后直接进入适用范围和属性表，缺少对象级总体功能描述。读者需要从属性表反推该类型用于设置的能力，不符合对象级总体描述应说明功能、特点或使用场景的要求。,,"## MarkStyle<sup>10+</sup>对象说明

MarkStyle用于设置内部图标的样式，包括颜色、大小和粗细。",## MarkStyle<sup>10+</sup>对象说明,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,否,文档 ts-types.md 第626行属于 MarkStyle 对象说明，接口归属非本组；本次不处理该组文档问题。,已按检视意见撤销 ts-types.md 第628行新增的 MarkStyle 总体说明，保持原文不变。
cmramc0wc0qb5h67br8flu4mx,12.1.1.1,检查文档中关于方法/函数的含义/功能等信息描述是否完整，功能描述中若存在名词或概念不易理解或存在多义性，检查文档是否提供相关知识。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,VoidCallback,,866,未确认,P2,ArkUI,,,VoidCallback 小节仅给出函数类型声明和能力说明，缺少对该函数回调类型含义的文字说明。相邻的 Callback 小节提供了“带参数的函数回调”的说明，说明此类函数类型应补充用途/含义描述；当前内容不利于开发者快速理解该类型表示无参数、无返回值的回调。,,无参数、无返回值的函数回调。,type VoidCallback = () => void,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_1_1.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的含义/功能、使用场景、使用效果提供完整,是,文档 ts-types.md 第866-870行 VoidCallback 原只有类型声明，缺少该函数回调类型含义；接口 /home/y/openharmony/interface/sdk-js/api/@internal/component/ets/units.d.ts 第2037-2046行定义其为 `() => void`。,已在 ts-types.md 第870行补充 VoidCallback 的含义和适用回调场景说明。
cmrambzzj0q80h67bv1ngi818,22.1.1.1,点击文档中的超链接，链接跳转后能正常打开页面，不存在断链。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,CustomBuilderT\<T>,,638,未确认,P2,ArkUI,,,该链接 `ts-types.md#length` 指向当前文档 ts-types.md 内已存在的 `## Length` 标题，按规则生成的锚点为 `#length`。当前文档内引用不应带当前文件名，应改为页内锚点。,,| strokeWidth | [Length](#length)               | 否  |  是  | 2           | 内部图标粗细，单位vp。不支持设置百分比。设置为非法值时，按照默认值处理。 |,| strokeWidth | [Length](ts-types.md#length)               | 否  |  是  | 2           | 内部图标粗细，单位vp。不支持设置百分比。设置为非法值时，按照默认值处理。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/22_1_1_1.md,质量,内容规范性,超链接规范,验证超链接跳转页面有效,否,文档 ts-types.md 第640行属于 MarkStyle.strokeWidth 说明，接口归属非本组；本次不处理该组文档问题。,无需修改；ts-types.md 第640行保持原文不变。
cmrambzza0q7zh67bg645cif1,22.1.1.1,点击文档中的超链接，链接跳转后能正常打开页面，不存在断链。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,CustomBuilderT\<T>,,637,未确认,P2,ArkUI,,,该链接 `ts-types.md#length` 指向当前文档 ts-types.md 内已存在的 `## Length` 标题，按规则生成的锚点为 `#length`。当前文档内引用不应带当前文件名，应改为页内锚点。,,| size        | [Length](#length)               | 否  |  是  | -           | 内部图标大小，单位vp。默认大小与多选框组件宽度相同。<br />不支持百分比形式设置。设置为非法值时，按照默认值处理。 |,| size        | [Length](ts-types.md#length)               | 否  |  是  | -           | 内部图标大小，单位vp。默认大小与多选框组件宽度相同。<br />不支持百分比形式设置。设置为非法值时，按照默认值处理。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/22_1_1_1.md,质量,内容规范性,超链接规范,验证超链接跳转页面有效,否,文档 ts-types.md 第639行属于 MarkStyle.size 说明，接口归属非本组；本次不处理该组文档问题。,已按检视意见撤销 ts-types.md 第639行相关修改，保持原文不变。
cmrambzz10q7yh67b7snx9yjr,22.1.1.1,点击文档中的超链接，链接跳转后能正常打开页面，不存在断链。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,CustomBuilderT\<T>,,636,未确认,P2,ArkUI,,,该链接 `ts-types.md#resourcecolor` 指向当前文档 ts-types.md 内已存在的 `## ResourceColor` 标题，按规则生成的锚点为 `#resourcecolor`。当前文档内引用不应带当前文件名，应改为页内锚点。,,| strokeColor | [ResourceColor](#resourcecolor) | 否  |  是  | Color.White | 内部图标颜色。                                               |,| strokeColor | [ResourceColor](ts-types.md#resourcecolor) | 否  |  是  | Color.White | 内部图标颜色。                                               |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/22_1_1_1.md,质量,内容规范性,超链接规范,验证超链接跳转页面有效,否,文档 ts-types.md 第638行属于 MarkStyle.strokeColor 说明，接口归属非本组；本次不处理该组文档问题。,无需修改；ts-types.md 第638行保持原文不变。
cmramc0sc0qaqh67bsv2ivabr,12.2.1.1,检查文档中关于参数的含义/功能等信息描述是否完整，例如有些方法/函数需要开发者了解具体采用的数据格式，则应给出数据格式说明。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,CustomBuilderT\<T>,,624,未确认,P1,ArkUI,,,该行位于CustomBuilderT<T>的参数表格中，检查对象是参数`t`的“说明”列。现有说明主要复述CustomBuilderT整体用于生成自定义组件，并只笼统说明“允许传入一个参数”，没有直接说明`t`表示传入构建函数的数据参数，也没有说明其类型由泛型T决定，导致参数自身的含义和作用不够清晰。,,| t | T| 是 | 传入自定义组件构建函数的数据参数，类型由CustomBuilderT<T>中的泛型T决定，用于在生成用户自定义组件时向[@Builder](../../../ui/state-management/arkts-builder.md)传递自定义数据。|,| t | T| 是 | 生成用户自定义组件，在使用时结合[@Builder](../../../ui/state-management/arkts-builder.md)使用，并允许传入一个参数。|,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_description_completeness_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证参数的含义/功能、使用场景、使用后效果提供完整,否,文档 ts-types.md 第624行属于 CustomBuilderT 参数说明，接口归属非本组；本次不处理该组文档问题。,已按检视意见撤销 ts-types.md 第624行参数 t 说明修改，保持原文不变。
cmramc03v0q87h67b808535o2,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,VP,,769,未确认,P3,ArkUI,,,“以vp像素单位为单位”存在“单位”重复，表达冗余；精简为“以vp为单位”不改变原意。,,长度类型，用于描述以vp为单位的长度。,长度类型，用于描述以vp像素单位为单位的长度。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,文档 ts-types.md 第771行 VP 说明原为“以vp像素单位为单位”，存在“单位”重复；接口 /home/y/openharmony/interface/sdk-js/api/@internal/component/ets/units.d.ts 第140-177行定义 VP 为 `${number}vp | number`，描述为 vp 单位即可。,已将 ts-types.md 第771行修改为“长度类型，用于描述以vp为单位的长度。”
cmramc05t0q8fh67b1ltrjtcx,15.1.1.1,对比API参考中参数说明描述的参数含义、用途、使用场景与实际调用一致。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,CustomBuilderT\<T>,,624,未确认,P1,ArkUI,,,该行位于 CustomBuilderT<T> 的参数表中，参数名为 t，实际含义是传入 CustomBuilderT 回调的参数。原说明描述的是 CustomBuilderT/Builder 整体“生成用户自定义组件”的用途，而不是参数 t 本身的含义，存在参数说明对象错位，与实际调用不一致。,,| t | T| 是 | 传入用户自定义组件的参数，在使用时结合[@Builder](../../../ui/state-management/arkts-builder.md)使用。|,| t | T| 是 | 生成用户自定义组件，在使用时结合[@Builder](../../../ui/state-management/arkts-builder.md)使用，并允许传入一个参数。|,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/15_1_1_1.md,质量,内容准确实时,参数描述正确,验证文档中参数说明描述的参数含义、用途、使用场景正确,否,文档 ts-types.md 第624行属于 CustomBuilderT 参数说明，接口归属非本组；本次不处理该组文档问题。,已按检视意见撤销 ts-types.md 第624行参数 t 说明修改，保持原文不变。
