ID,规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,严重程度,Kit名称,开发责任人,测试责任人,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
cmramc9yz0raeh67b4bjlmpvw,12.1.2.6,若存在效率提升技巧、避免某些问题的开发建议或注意事项，检查文档中关于是否描述完整。,js-apis-getContext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md,getContext,getContext,23,未确认,P2,ArkUI,,,文档第60行已明确说明“直接使用getContext可能导致UI上下文不明确”的注意事项，并给出“建议使用getUIContext()获取UIContext实例，并使用getHostContext获取绑定实例的Context”的规避建议。第23行属于getContext方法自身的废弃说明，应按废弃接口模板说明废弃版本和替代接口，不应额外放入UI上下文风险说明。,,从API version 9开始支持，从API version 18开始废弃，建议使用[getHostContext](arkts-apis-uicontext-uicontext.md#gethostcontext12)替代。[getHostContext](arkts-apis-uicontext-uicontext.md#gethostcontext12)需先通过getUIContext()获取[UIContext](arkts-apis-uicontext-uicontext.md)实例后再调用。,从API version 9开始支持，从API version 18开始废弃，建议使用getHostContext替代。[getHostContext](arkts-apis-uicontext-uicontext.md#gethostcontext12)需先获取[UIContext](arkts-apis-uicontext-uicontext.md)实例对象后再进行获取。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_6.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第60行已经说明直接使用 getContext 可能导致 UI 上下文不明确，并给出通过 getUIContext() 获取 UIContext 后使用 getHostContext 的规避建议；第23行是废弃说明，应符合废弃接口模板，只写废弃版本、替代接口及调用前置条件，因此“第23行还需补充UI上下文风险”判定为误报。,已修改 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第23行，移除“直接使用getContext可能导致UI上下文不明确”的说明，仅保留“从API version 18开始废弃，建议使用[getHostContext]替代”及需先通过 getUIContext() 获取 UIContext 实例后再调用；第60行保留 UI 上下文风险说明。
cmramc9yh0rach67bgbbxloeu,12.2.1.2,检查文档中清楚地说明了参数取值的场景，如可选参数说明何时选择此参数、不填写该参数的效果。,js-apis-getContext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md,getContext,getContext,36,未确认,P2,ArkUI,,,该参数为可选参数，原说明已交代未传入component或参数类型非法时会返回默认上下文，也解释了默认上下文的含义，但没有明确说明何时应传入component，也没有直接说明传入有效component与不传入component的行为差异。读者可以推断component是当前自定义组件实例，但参数选择场景仍不够完整，符合可选参数场景说明缺失的检查范围。,,| component  | Object | 否   | 当前自定义组件的实例。当需要获取指定自定义组件关联的Context时，传入该组件实例；不传入component或传入的参数类型非法时，返回默认上下文。默认上下文是指通过追溯当前方法的调用链所跟踪到的Context。传入component时返回该组件关联的Context，不传入时返回通过当前方法调用链跟踪到的默认上下文。             |,| component  | Object | 否   | 当前自定义组件的实例。未传入component或传入的参数类型非法，则返回默认上下文。默认上下文是指通过追溯当前方法的调用链所跟踪到的Context。在异步调用的回调方法中使用该接口，或者该接口的起始调用不在当前页面，将可能导致无法跟踪到该实例的Context，则会返回undefined。             |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_value_scenario_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证参数的含义/功能、使用场景、使用后效果提供完整,是,文档 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第17行签名为 getContext(component?: Object):Context，第19行说明该接口用于获取与页面上下文组件关联的 Context 对象；第36行的 component 为可选参数，原文只说明不传或非法时返回默认上下文，未说明传入 component 与不传入 component 的返回差异。,已修改 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第36行，补充需要获取指定自定义组件关联的 Context 时传入该组件实例，并明确传入 component 返回组件关联 Context、不传入时返回调用链跟踪到的默认上下文；按接口签名未补充 undefined 返回。
cmramc9yq0radh67b2m0ue87j,12.1.3.1,若接口/函数已废弃且存在替代接口或方案，检查文档中按固定句式给出了替代接口和替代方案。,js-apis-getContext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md,getContext,getContext,23,未确认,P3,ArkUI,,,第15行的`getContext<sup>(deprecated)</sup>`明确标记为废弃接口；第23行废弃说明包含起始版本、废弃版本和替代接口信息。结合检视意见，“从API version 18开始废弃，建议使用...”使用逗号连接符合模板；但迁移建议中的替代接口名称`getHostContext`未直接写成带链接的Markdown链接，链接放在后一句中，格式不够规范。,,从API version 9开始支持，从API version 18开始废弃，建议使用[getHostContext](arkts-apis-uicontext-uicontext.md#gethostcontext12)替代。[getHostContext](arkts-apis-uicontext-uicontext.md#gethostcontext12)需先通过getUIContext()获取[UIContext](arkts-apis-uicontext-uicontext.md)实例后再调用。,从API version 9开始支持，从API version 18开始废弃，建议使用getHostContext替代。[getHostContext](arkts-apis-uicontext-uicontext.md#gethostcontext12)需先获取[UIContext](arkts-apis-uicontext-uicontext.md)实例对象后再进行获取。,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/deprecated_interface_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证废弃接口/函数需按模板中的固定句式给出替代接口或替代方案,是,接口 /home/y/openharmony/interface/sdk-js/zh-cn/api/@internal/component/ets/common.d.ts 第2230-2231行标明 getContext 从 API 18 废弃并建议使用 getHostContext；文档 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第23行原文“getHostContext替代”未直接使用 Markdown 链接，链接放在后一句，替代接口格式不够规范。,已修改 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第23行，按模板保留“从API version 18开始废弃，建议使用...”逗号连接，并把替代接口写为 [getHostContext](arkts-apis-uicontext-uicontext.md#gethostcontext12) 链接。
cmramc9y90rabh67baw8kc7l3,14.2.1.1,检查文档中关于业务原理、基本概念说明全文保持一致，无描述错误、无前后矛盾。,js-apis-getContext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md,getContext,getContext,42,未确认,P1,ArkUI,,,接口签名 /home/y/openharmony/interface/sdk-js/zh-cn/api/@internal/component/ets/common.d.ts 第2233行为 declare function getContext(component?: Object): Context；文档第42行返回值表原声明为 Context，与接口签名一致，不应根据接口注释补充 undefined 返回类型。,,| [Context](#context)  | 返回当前组件所在Ability的Context，Context的具体类型为当前Ability关联的Context对象。例如：在UIAbility（用户界面Ability）窗口中的页面调用该接口，返回类型为UIAbilityContext。在ExtensionAbility（扩展Ability）窗口中的页面调用该接口，返回类型为ExtensionContext。    |,| [Context](#context)  | 返回当前组件所在Ability的Context，Context的具体类型为当前Ability关联的Context对象。例如：在UIAbility窗口中的页面调用该接口，返回类型为UIAbilityContext。在ExtensionAbility窗口中的页面调用该接口，返回类型为ExtensionContext。    |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/14_2_1_1.md,质量,内容准确实时,功能描述正确,验证文档中业务原理描述与实际功能实现一致，概念全文统一,否,接口 /home/y/openharmony/interface/sdk-js/zh-cn/api/@internal/component/ets/common.d.ts 第2233行签名为 declare function getContext(component?: Object): Context，文档 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第42行应按接口签名写为 Context；补充 Context | undefined 不符合接口签名。,已修改 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第42行，按接口签名恢复为 [Context](#context)，并删除基于接口注释补充的 undefined 返回场景。
cmramc9y00raah67bzzycur10,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,js-apis-getContext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md,Context,getContext,106,未确认,P2,ArkUI,,,“具体的”在该语境中缺少实际限定作用，属于冗余修饰；“Context上下文”语义重复，且文档其他位置多使用“Context”或“Context对象”，此处可精简为“Context”以保持术语表述一致。,,在Index.ets中可以通过getContext接口获取Context，本示例返回的Context类型为UIAbilityContext。,在具体的Index.ets中可以通过getContext接口获取Context上下文，本示例返回的Context类型为UIAbilityContext。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,文档 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第106行原文“在具体的Index.ets中”和“Context上下文”存在冗余，其中“Context上下文”与文档第19行“Context对象”等表述不一致。,已修改 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第106行，改为“在Index.ets中可以通过getContext接口获取Context，本示例返回的Context类型为UIAbilityContext。”
cmramc9xs0ra9h67bmgtaf7hs,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,js-apis-getContext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md,getContext,getContext,23,未确认,P2,ArkUI,,,“再进行获取”指代不明确，未说明获取的是接口返回值还是其他对象，且“进行获取”表达冗余。结合前文“建议使用getHostContext替代”，此处应明确为调用getHostContext接口，改为“再调用”更清晰、简洁。,,> 从API version 9开始支持，从API version 18开始废弃，建议使用[getHostContext](arkts-apis-uicontext-uicontext.md#gethostcontext12)替代。[getHostContext](arkts-apis-uicontext-uicontext.md#gethostcontext12)需先通过getUIContext()获取[UIContext](arkts-apis-uicontext-uicontext.md)实例后再调用。,> 从API version 9开始支持，从API version 18开始废弃，建议使用getHostContext替代。[getHostContext](arkts-apis-uicontext-uicontext.md#gethostcontext12)需先获取[UIContext](arkts-apis-uicontext-uicontext.md)实例对象后再进行获取。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,文档 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第23行原文“再进行获取”未说明调用的是 getHostContext，且“进行获取”表达冗余；接口 /home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts 第5493行显示替代接口就是 getHostContext()。,已修改 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第23行，改为先通过 getUIContext() 获取 UIContext 实例后“再调用” getHostContext。
cmramc9wy0ra6h67bpk8dnrb5,26.1.1.1,检查文档中出现的术语、缩略语或专有名词，是否提供术语表进行解释说明，首次出现的术语、缩略语，是否提供全称，是否提供到术语表链接，IP、MAC等行业通用术语/缩略语除外。,js-apis-getContext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md,getContext,getContext,42,未确认,P1,ArkUI,,,专家报告中将“UIAbility”问题定位到第64行，但文档中UIAbility作为说明性正文中的概念更早出现在第42行的返回值说明列；第64行不是首次出现，应修正为第42行。同一行中的“UIAbility”和“ExtensionAbility”均为鸿蒙体系专有概念，用于说明页面所处窗口环境，未提供全称或解释，且不属于类型列、行内代码、代码块或带链接类型引用。该行中的UIAbilityContext、ExtensionContext位于“返回类型为……”语境中，属于类型引用，不纳入本条问题。,,| [Context](#context)  | 返回当前组件所在Ability的Context，Context的具体类型为当前Ability关联的Context对象。例如：在UIAbility（用户界面Ability）窗口中的页面调用该接口，返回类型为UIAbilityContext。在ExtensionAbility（扩展Ability）窗口中的页面调用该接口，返回类型为ExtensionContext。    |,| [Context](#context)  | 返回当前组件所在Ability的Context，Context的具体类型为当前Ability关联的Context对象。例如：在UIAbility窗口中的页面调用该接口，返回类型为UIAbilityContext。在ExtensionAbility窗口中的页面调用该接口，返回类型为ExtensionContext。    |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/26_1_1_1.md,体验,内容清晰性,原理描述清晰性,验证文档中出现的术语、缩略语或专有名词都有对应解释,是,文档 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第42行在说明正文中首次出现 UIAbility 和 ExtensionAbility，原文未解释这两个鸿蒙专有概念；同一行中的 UIAbilityContext、ExtensionContext 是返回类型名称，不等同于对 UIAbility/ExtensionAbility 概念的解释。,已修改 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第42行，补充 UIAbility（用户界面Ability）和 ExtensionAbility（扩展Ability）的括号解释。
cmramc9wn0ra5h67b3rbk91or,26.1.1.1,检查文档中出现的术语、缩略语或专有名词，是否提供术语表进行解释说明，首次出现的术语、缩略语，是否提供全称，是否提供到术语表链接，IP、MAC等行业通用术语/缩略语除外。,js-apis-getContext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md,,getContext,9,未确认,P1,ArkUI,,,“Ability”在功能描述正文中作为鸿蒙体系专有概念首次出现，未提供全称或解释说明；该词不属于行业通用术语，也不在代码块、标题、表头、结构性标签、参数名列或类型列等排除范围内。句中的UIAbilityContext、ExtensionContext为带链接的API类型引用，按规则排除，不作为本条问题。,,如果需要在页面中获得当前Ability的Context，可调用getContext接口获取当前页面关联的[UIAbilityContext](../apis-ability-kit/js-apis-inner-application-uiAbilityContext.md)或[ExtensionContext](../apis-ability-kit/js-apis-inner-application-extensionContext.md)。,如果需要在页面中获得当前Ability的Context，可调用getContext接口获取当前页面关联的[UIAbilityContext](../apis-ability-kit/js-apis-inner-application-uiAbilityContext.md)或[ExtensionContext](../apis-ability-kit/js-apis-inner-application-extensionContext.md)。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/26_1_1_1.md,体验,内容清晰性,原理描述清晰性,验证文档中出现的术语、缩略语或专有名词都有对应解释,否,文档 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第9行中的 Ability 为 OpenHarmony API 文档中直接使用的英文模型术语；同一行的 UIAbilityContext 和 ExtensionContext 已通过链接指向对应类型文档，结合检视意见，该处不需要补充中文解释，该条术语解释缺失判定为误报。,已修改 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第9行，去掉中文括号解释，保留原文“当前Ability的Context”；CSV 本行标记为非问题，并将“修改建议”恢复为纯英文 Ability 写法。
cmramc9xi0ra8h67bpiryenmk,24.4.1.1,检查指南中示例代码包含异常处理逻辑（可以使用注释、打印日志说明处理逻辑），API参考的示例代码中无需添加异常处理逻辑，最佳实践中每个异常需要真实的处理逻辑。,js-apis-getContext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md,Context,getContext,86,未确认,P2,ArkUI,,,该示例代码已包含回调异常处理分支，异常判断 `if (err.code)` 符合规则，但异常日志输出不符合维度三要求：使用了 `hilog.error` 而非规则要求的 `console.error()`；日志内容使用单引号格式字符串且通过 `JSON.stringify(err)` 打印异常对象，没有按要求在日志中直接包含 `err.code` 和 `err.message`。API参考文档虽不强制补充缺失的异常处理，但已有异常处理代码仍需按维度二、维度三检查。,,"console.error(`Failed to load the content. Code: ${err.code}, message: ${err.message}`);","hilog.error(0x0000, 'testTag', 'Failed to load the content. Cause: %{public}s', JSON.stringify(err) ?? '');",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/24_4_1_1.md,体验,示例代码可用实用,示例代码实用性,验证示例代码提供必要的异常处理逻辑,是,文档 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第86行的异常分支只通过 JSON.stringify(err) 输出异常对象，未直接输出 err.code 和 err.message；同仓 zh-cn/application-dev/reference/apis-ability-kit/js-apis-inner-application-applicationContext.md 第925行存在直接输出 err.code 和 err.message 的 loadContent 示例。,"已修改 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第86行，改为 console.error(`Failed to load the content. Code: ${err.code}, message: ${err.message}`)。"
cmramc9x70ra7h67b1ed5oznw,25.2.1.1,样例代码格式符合规范、风格总体一致（例如大括号位置、单双引号、是否有分号等）。,js-apis-getContext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md,Context,getContext,125,未确认,P2,ArkUI,,,该行位于标注为 ts 的 ArkTS/TypeScript 示例代码块中，字符串字面量使用了双引号；同一文档的 ArkTS/TypeScript 示例代码中其余普通字符串字面量主要使用单引号，且该字符串内容不包含单引号，不适用双引号例外，因此造成引号风格不一致。,,console.info('CacheDir:' + context.cacheDir);,"console.info(""CacheDir:"" + context.cacheDir);",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_2_1_1.md,体验,示例代码可用实用,示例代码规范性,验收示例代码风格统一、规范,是,文档 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第125行位于 ts 示例代码块，原文使用双引号；同一示例第84行、第89行、第114行等普通字符串使用单引号，风格不一致。,"已修改 zh-cn/application-dev/reference/apis-arkui/js-apis-getContext.md 第125行，将 console.info(""CacheDir:"" + context.cacheDir) 改为 console.info('CacheDir:' + context.cacheDir)。"
