ID,规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,严重程度,Kit名称,开发责任人,测试责任人,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
cmrambvsc0pu2h67bc80a9njk,19.1.1.1,（1）格式正确，如英文单词间无多余的空格、不缺少空格（2）标题的字体、颜色、大小一致（3）行间距一致，段落间距一致（4）标点符号使用正确（如中文段落使用中文标点符号，英文段落使用英文，括号、引号成对出现）,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,runScopedTask,Class (UIContext),1778,未确认,P2,ArkUI,,,该行字段标签后的正文前存在连续两个空格，属于句中连续2个及以上多余空格；该空格不属于行末尾随空格白名单。,,**系统能力：** SystemCapability.ArkUI.ArkUI.Full,**系统能力：**  SystemCapability.ArkUI.ArkUI.Full,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/19_1_1_1.md,体验,内容规范性,样式显示规范,验证文档写作符合通用格式规范,是,文档 zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md 原 runScopedTask 的系统能力行存在“**系统能力：**”后连续两个空格；当前已定位到同接口系统能力行 1775。,已将文档 zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md:1775 修改为“**系统能力：** SystemCapability.ArkUI.ArkUI.Full”。
cmrambvpb0ptqh67bvexwq62r,11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,,Class (UIContext),9,未确认,P1,ArkUI,,,该句位于Class标题后的概述段落，属于本规则检查的模块/类级总体描述范围。原文仅说明UIContext是实例对象，未概述该类的整体能力、适用场景以及能解决的上下文管理问题；结合后文接口可知，该类覆盖控制器获取、动画与弹窗、节点和窗口信息查询、单位转换等多类UI上下文能力，当前概述不足以帮助读者在进入接口列表前理解UIContext的用途。,,UIContext实例对象，用于提供与当前UI实例关联的上下文能力，支持获取UI相关控制器、管理弹窗与动画、查询节点和窗口信息、进行像素单位转换等，适用于在指定UI实例中管理页面、组件和交互行为的场景。,UIContext实例对象。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,是,文档 zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md 原第9行仅写“UIContext实例对象。”，未说明该类用途；interface /home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts:5337 定义 UIContext 类，后续接口覆盖观察器、窗口信息、动态帧率和页面根节点等能力。,已将文档 zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md:9 补充为 UIContext 提供当前UI实例上下文能力、支持控制器获取、弹窗动画、节点和窗口信息查询、单位转换等场景说明。
cmrambvhf0pswh67b9yvagkvo,12.3.1.2,检查文档中是否说明返回值的用途。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,requireDynamicSyncScene,Class (UIContext),2987,未确认,P2,ArkUI,,,返回值为对象数组，说明仅写对象数组名称，未说明数组中对象的用途。,,| Array&lt;DynamicSyncScene&gt; | 获取DynamicSyncScene对象数组，用于自定义场景相关帧率配置。 |,| Array&lt;DynamicSyncScene&gt; | 获取DynamicSyncScene对象数组。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_3_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证返回值及其含义应说明完整,是,interface /home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts:6626 声明 requireDynamicSyncScene(id: string): Array<DynamicSyncScene>，文档原返回值说明只写“获取DynamicSyncScene对象数组”，未说明对象数组用途。,已将文档 zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md:2986 修改为“获取DynamicSyncScene对象数组，用于自定义场景相关帧率配置。”
cmrambvdg0psgh67bc6xihon5,12.3.1.2,检查文档中是否说明返回值的用途。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,getUIObserver,Class (UIContext),539,未确认,P2,ArkUI,,,返回值为对象类型，说明只写对象名，未说明UIObserver对象用于观察或监听UI状态。,,| [UIObserver](./arkts-apis-uicontext-uiobserver.md) | 返回UIObserver实例对象，用于监听UI相关状态变化。 |,| [UIObserver](./arkts-apis-uicontext-uiobserver.md) | 返回UIObserver实例对象。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_3_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证返回值及其含义应说明完整,是,interface /home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts:5619 声明 getUIObserver(): UIObserver，文档原返回值行只说明返回实例对象，未说明 UIObserver 用途。,已将文档 zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md:536 修改为“返回UIObserver实例对象，用于监听UI相关状态变化。”
cmrambvl60ptbh67b40bjgw4r,12.2.1.1,检查文档中关于参数的含义/功能等信息描述是否完整，例如有些方法/函数需要开发者了解具体采用的数据格式，则应给出数据格式说明。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,runScopedTask,Class (UIContext),1784,未确认,P1,ArkUI,,,该参数位于runScopedTask接口的参数表中，说明仅写“回调函数”，未说明该回调会在当前UI上下文中执行，也未体现其作为runScopedTask核心入参的用途。按规则只检查参数表“说明”列时，该描述过于简略。,,| callback | () => void | 是    | 需要在当前UI上下文中执行的回调函数。 |,| callback | () => void | 是    | 回调函数 |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_description_completeness_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证参数的含义/功能、使用场景、使用后效果提供完整,是,interface /home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts:5904 声明 runScopedTask(callback: () => void)，其注释第5897行说明 callback 是通过 UIContext 调用的函数；文档原参数说明仅写“回调函数”，用途不完整。,已将文档 zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md:1781 的 callback 说明修改为“需要在当前UI上下文中执行的回调函数。”
cmrambv940pryh67bhu0zmk5a,23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,getWindowName,Class (UIContext),2703,未确认,P1,ArkUI,,,示例中第2701行通过 getWindowName() 获取的 windowName 类型为 string | undefined，而 window.findWindow 需要传入有效的窗口名称字符串。直接传入可能为 undefined 的变量，在严格类型检查下存在类型不匹配风险；运行时若窗口名称不存在，也可能导致后续 getWindowProperties 调用异常，不符合示例代码应可正常编译、运行的要求。,,"if (windowName) {
  const currWindow = window.findWindow(windowName);
  const windowProperties = currWindow.getWindowProperties();
  console.info(`Window width ${windowProperties.windowRect.width}, height ${windowProperties.windowRect.height}`);
}",const currWindow = window.findWindow(windowName);,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,是,interface /home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts:6446 声明 getWindowName(): string | undefined，而 /home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.window.d.ts:3107 的 findWindow(name: string) 要求 string；文档原示例直接传入可能为 undefined 的 windowName。,已在文档 zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md:2700-2703 增加 if (windowName) 判断后再调用 window.findWindow(windowName) 和 getWindowProperties()。
cmrambv3e0pr9h67brbxcg9kf,25.5.1.1,检查示例代码中自定义的变量、接口、类等命名，遵循编码规范，可直接从命名了解其作用与功能。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,getPageRootNode,Class (UIContext),4379,未确认,P2,ArkUI,,,自定义组件/结构体名`pageThreeTmp`未采用大驼峰命名；同时`Tmp`属于含义不够明确的缩写，降低命名可读性。,,export struct PageThree {,export struct pageThreeTmp {,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_5_1_1.md,体验,示例代码可用实用,示例代码规范性,验证示例代码片段中参数命名符合规范,是,文档 zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md 原第4379行定义 export struct pageThreeTmp，组件名不是大驼峰且 Tmp 含义不明确；interface /home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts:6913 表明该示例属于 getPageRootNode(): FrameNode | null 用法。,已将文档 zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md:4287 的调用改为 PageThree()，并将 :4378 的组件定义改为 export struct PageThree。
cmrambv360pr8h67beyhowwnb,25.5.1.1,检查示例代码中自定义的变量、接口、类等命名，遵循编码规范，可直接从命名了解其作用与功能。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,getPageRootNode,Class (UIContext),4360,未确认,P2,ArkUI,,,自定义组件/结构体名`pageTwoTmp`未采用大驼峰命名；同时`Tmp`属于含义不够明确的缩写，降低命名可读性。,,export struct PageTwo {,export struct pageTwoTmp {,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_5_1_1.md,体验,示例代码可用实用,示例代码规范性,验证示例代码片段中参数命名符合规范,是,文档 zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md 原第4360行定义 export struct pageTwoTmp，组件名不是大驼峰且 Tmp 含义不明确；interface /home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts:6913 表明该示例属于 getPageRootNode(): FrameNode | null 用法。,已将文档 zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md:4285 的调用改为 PageTwo()，并将 :4359 的组件定义改为 export struct PageTwo。
cmrambv2y0pr7h67bwsi2fwqm,25.5.1.1,检查示例代码中自定义的变量、接口、类等命名，遵循编码规范，可直接从命名了解其作用与功能。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,getPageRootNode,Class (UIContext),4337,未确认,P2,ArkUI,,,自定义组件/结构体名`pageOneTmp`未采用大驼峰命名；同时`Tmp`属于含义不够明确的缩写，降低命名可读性。,,export struct PageOne {,export struct pageOneTmp {,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_5_1_1.md,体验,示例代码可用实用,示例代码规范性,验证示例代码片段中参数命名符合规范,是,文档 zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md 原第4337行定义 export struct pageOneTmp，组件名不是大驼峰且 Tmp 含义不明确；interface /home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts:6913 表明该示例属于 getPageRootNode(): FrameNode | null 用法。,已将文档 zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md:4283 的调用改为 PageOne()，并将 :4336 的组件定义改为 export struct PageOne。
cmrambv2q0pr6h67bnjt6xi85,25.5.1.1,检查示例代码中自定义的变量、接口、类等命名，遵循编码规范，可直接从命名了解其作用与功能。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,requireDynamicSyncScene,Class (UIContext),2998,未确认,P2,ArkUI,,,`GESTURE`是示例中自定义的状态变量，变量名应采用小驼峰；全大写命名通常用于常量或枚举值，不适用于该处`@State`变量。,,"'@State gestureFrameRateRange: ExpectedFrameRateRange = { min: 0, max: 120, expected: 30 };","'@State GESTURE: ExpectedFrameRateRange = { min: 0, max: 120, expected: 30 };",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_5_1_1.md,体验,示例代码可用实用,示例代码规范性,验证示例代码片段中参数命名符合规范,是,文档 zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md 原第2998行将 @State 状态变量命名为 GESTURE，全大写更像常量，不符合示例变量小驼峰风格；interface /home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts:6626 表明该示例为 requireDynamicSyncScene 的动态帧率配置。,已将文档 zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md:2997 改为 gestureFrameRateRange，并同步修改 :3003 和 :3029 的引用。
