ID,规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,严重程度,Kit名称,开发责任人,测试责任人,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
cmramc6qq0qy1h67b3v13bm2a,12.1.1.1,检查文档中关于方法/函数的含义/功能等信息描述是否完整，功能描述中若存在名词或概念不易理解或存在多义性，检查文档是否提供相关知识。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,178,未确认,P1,ArkUI,,,同一处理步骤中先笼统说明“使用状态管理V2时”不要在BuilderNode节点上使用组件复用相关功能，随后又说明从API版本26.0.0开始支持V2组件复用。前一句未限定版本范围，会与后一句形成适用范围冲突，使开发者误以为所有API版本下使用状态管理V2都不能在BuilderNode中使用组件复用，存在版本约束表达不清和误导风险。,,使用API版本26.0.0之前的状态管理V2时，不在BuilderNode节点上使用组件复用相关功能。从API版本26.0.0开始，BuilderNode中的自定义组件支持V2组件复用。,使用状态管理V2时，不在BuilderNode节点上使用组件复用相关功能。从API版本26.0.0开始，BuilderNode中的自定义组件支持V2组件复用。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_1_1.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的含义/功能、使用场景、使用效果提供完整,是,文档errorcode-node.md原第178行先写“使用状态管理V2时”不要使用组件复用，随后又写API版本26.0.0开始支持V2组件复用；interface/sdk-js/zh-cn/api/arkui/BuilderNode.d.ts第458-460行明确BuilderNode中的自定义组件从API版本26.0.0开始支持V2组件复用，原文版本范围不清。,已将errorcode-node.md第178行处理步骤改为“API版本26.0.0之前，使用状态管理V2时，不在BuilderNode节点上使用组件复用相关功能”，并保留API版本26.0.0开始支持V2组件复用的说明。
cmramc6qh0qy0h67btxi7j5q1,12.1.1.1,检查文档中关于方法/函数的含义/功能等信息描述是否完整，功能描述中若存在名词或概念不易理解或存在多义性，检查文档是否提供相关知识。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,47,未确认,P2,ArkUI,,,该错误码条目的“处理步骤”仅为“NA”，未提供可执行的规避或处理建议。结合第39行错误描述和第43行可能原因，该错误与尝试调整FrameNode节点的跨语言通用属性设置权限有关，但处理步骤没有明确告知开发者应避免对该节点执行该类权限调整操作，属于关键处理信息缺失。,,请勿对该FrameNode节点执行跨语言通用属性设置权限调整操作。,NA,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_1_1.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的含义/功能、使用场景、使用效果提供完整,是,文档errorcode-node.md原第47行处理步骤为NA，但同一错误码第39行说明当前FrameNode不支持跨语言通用属性设置，第43行说明开发者尝试调整目标FrameNode节点的跨语言通用属性设置权限；interface/sdk-js/zh-cn/api/arkui/FrameNode.d.ts第1187-1205行说明setCrossLanguageOptions仅支持特定TypedFrameNode设置跨ArkTS语言访问选项。,已将errorcode-node.md第47行改为避免对不支持设置跨ArkTS语言访问选项的FrameNode节点调用setCrossLanguageOptions，并提示参考接口说明确认目标节点类型。
cmramc6q60qxzh67bc86ejn7v,12.1.2.3,若方法/函数需要在满足某些条件才生效，或不生效，检查文档中关于生效机制描述是否完整。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,170,未确认,P2,ArkUI,,,该错误码的处理步骤第178行已明确说明“从API版本26.0.0开始，BuilderNode中的自定义组件支持V2组件复用”，即“不支持reuse”存在API版本和组件类型范围限制；但第170行错误描述仅写“暂不支持reuse”，未同步说明这些条件，容易让读者误解为所有API版本、所有BuilderNode场景均不支持。该问题来自文档自身已给出的条件信息，不是基于外部常识推断。,,BuilderNode中，API版本26.0.0之前，[状态管理V2](../../ui/state-management/arkts-state-management-overview.md#状态管理v2)暂不支持[reuse](./js-apis-arkui-builderNode.md#reuse12)；从API版本26.0.0开始，BuilderNode中的自定义组件支持V2组件复用。,BuilderNode中，[状态管理V2](../../ui/state-management/arkts-state-management-overview.md#状态管理v2)暂不支持[reuse](./js-apis-arkui-builderNode.md#reuse12)。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_3.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,是,文档errorcode-node.md原第170行只写BuilderNode中状态管理V2暂不支持reuse，但interface/sdk-js/zh-cn/api/arkui/BuilderNode.d.ts第458-460行说明从API版本26.0.0开始BuilderNode中的自定义组件支持V2组件复用，错误描述缺少版本条件。,已将errorcode-node.md第170行错误描述改为API版本26.0.0之前暂不支持reuse，并补充API版本26.0.0开始支持V2组件复用。
cmramc6py0qxyh67b4a2b1bsc,12.2.2.4,参考需求设计说明书，检查文档中是否说明参数取值原则，如参数取值存在某些隐含规则、参数需要为某个值才能实现某个场景。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,104,未确认,P2,ArkUI,,,该句说明需要判断目标节点是否为离屏节点并修改目标节点，但没有明确修改后的目标节点应满足什么条件。该场景下，目标节点应与当前节点存在公共父节点，属于参数取值的隐含要求，应在处理步骤中直接说明。,,2. 当报错信息显示找不到公共父节点，传入之前判断目标节点是否为离屏节点，并传入与当前节点存在公共父节点的目标节点。,2. 当报错信息显示找不到公共父节点，传入之前判断目标节点是否为离屏节点，修改目标节点。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_4.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,文档errorcode-node.md原第104行写“传入之前判断目标节点是否为离屏节点，修改目标节点”，未说明修改后的目标节点应满足什么条件；同句前半段已限定场景为“找不到公共父节点”。,已将errorcode-node.md第104行改为“当报错信息显示找不到公共父节点时，传入目标节点前判断目标节点是否为离屏节点，并传入与当前节点存在公共父节点的目标节点”。
cmramc6pp0qxxh67bng5a67vj,12.2.2.4,参考需求设计说明书，检查文档中是否说明参数取值原则，如参数取值存在某些隐含规则、参数需要为某个值才能实现某个场景。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,85,未确认,P2,ArkUI,,,该处理步骤仅笼统说明修改参数值，未说明参数需要满足的具体取值原则。结合本错误码的错误描述和可能原因，目标节点应与当前节点存在公共祖先节点，文档应明确该要求，便于开发者按条件修正传入参数。,,传入与当前节点存在公共祖先节点的目标节点。,修改传入的参数值。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_4.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,文档errorcode-node.md原第85行仅写“修改传入的参数值”，但第77行错误描述和第81行可能原因均说明问题是当前节点和目标节点没有公共祖先节点；interface/sdk-js/zh-cn/api/arkui/FrameNode.d.ts第1435-1443行也说明convertPosition的targetNode需要与当前FrameNode有公共祖先，否则抛100024。,已将errorcode-node.md第85行处理步骤改为“传入与当前节点存在公共祖先节点的目标节点”。
cmramc6p80qxvh67bf9rpclvb,14.2.1.1,检查文档中关于业务原理、基本概念说明全文保持一致，无描述错误、无前后矛盾。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,178,未确认,P1,ArkUI,,,该句前半部分未限定版本，表述为使用状态管理V2时均不应在BuilderNode节点上使用组件复用相关功能；后半部分又说明从API版本26.0.0开始BuilderNode中的自定义组件支持V2组件复用。两处描述属于同一功能支持范围维度，存在前后范围不一致，可能导致读者无法判断API 26.0.0及以后是否可用。,,使用状态管理V2时，API版本26.0.0之前不在BuilderNode节点上使用组件复用相关功能；从API版本26.0.0开始，BuilderNode中的自定义组件支持V2组件复用。,使用状态管理V2时，不在BuilderNode节点上使用组件复用相关功能。从API版本26.0.0开始，BuilderNode中的自定义组件支持V2组件复用。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/14_2_1_1.md,质量,内容准确实时,功能描述正确,验证文档中业务原理描述与实际功能实现一致，概念全文统一,是,文档errorcode-node.md原第178行前半句未限定版本，后半句说明API版本26.0.0开始支持；interface/sdk-js/zh-cn/api/arkui/BuilderNode.d.ts第458-460行也明确API版本26.0.0开始支持V2组件复用，原处理步骤存在范围不一致。,已将errorcode-node.md第178行改为API版本26.0.0之前不在BuilderNode节点上使用状态管理V2组件复用功能，API版本26.0.0开始支持的说明保持不变。
cmramc6ph0qxwh67bewpi4dwn,12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,47,未确认,P1,ArkUI,,,该错误码条目已提供“可能原因”，但“处理步骤”仅写为“NA”，未提供可执行的解决措施或规避步骤；本接口条目中也没有其他位置补充该错误码的处理方法，因此不符合错误码说明需提供完整可能原因和解决措施/步骤的要求。,,避免调整不支持跨语言通用属性设置的FrameNode节点的跨语言通用属性设置权限。,NA,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,是,文档errorcode-node.md原第47行处理步骤为NA，无法指导100022的处理；interface/sdk-js/zh-cn/api/arkui/FrameNode.d.ts第1190-1205行列出setCrossLanguageOptions仅支持的节点类型及100022错误。,已将errorcode-node.md第47行改为避免对不支持设置跨ArkTS语言访问选项的FrameNode节点调用setCrossLanguageOptions，并提示确认目标节点类型。
cmramc6oq0qxth67bzrw8z3kv,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,142,未确认,P2,ArkUI,,,“将当前节点取消被接纳”动宾搭配不当，表达不够清晰；根据错误描述，应明确为取消当前节点“被接纳为附属节点”的状态后再执行操作。,,取消当前节点被接纳为附属节点后，再执行当前操作。,将当前节点取消被接纳，再执行当前操作。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,文档errorcode-node.md原第142行“将当前节点取消被接纳”表述不顺；同一错误码第134行和第138行均说明当前节点已经被接纳为附属节点，处理步骤应明确取消该状态。,已将errorcode-node.md第142行改为“取消当前节点被接纳为附属节点的状态后，再执行当前操作”。
cmramc6oh0qxsh67bn7n3cto8,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,104,未确认,P2,ArkUI,,,该句缺少“时”等连接成分，“传入之前”未明确传入对象，且“判断目标节点是否为离屏节点，修改目标节点”两个动作关系不清晰，影响处理步骤的可理解性。,,当报错信息显示找不到公共父节点时，传入目标节点前，判断目标节点是否为离屏节点，并修改目标节点。,当报错信息显示找不到公共父节点，传入之前判断目标节点是否为离屏节点，修改目标节点。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,文档errorcode-node.md原第104行缺少“时”，且“传入之前”未说明传入对象；同一错误码第91行示例参数为targetNode，第104行场景为找不到公共父节点。,已将errorcode-node.md第104行改为“当报错信息显示找不到公共父节点时，传入目标节点前判断目标节点是否为离屏节点，并传入与当前节点存在公共父节点的目标节点”。
cmramc6o90qxrh67bf9lp8e25,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,99,未确认,P2,ArkUI,,,“其他有误参数”不是技术文档中常用的规范表述，含义偏口语且不够具体；结合本节错误信息与标题，应表述为“其他无效参数”，更清晰、简洁。,,如果传入null、undefined或其他无效参数，请查看错误信息以了解具体原因。,如果传入null、undefined或其他有误参数，请查看错误信息以了解具体原因。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,文档errorcode-node.md原第99行“其他有误参数”不够规范；同一错误码第91行英文错误信息使用invalid parameter，中文应对应为无效参数。,已将errorcode-node.md第99行“其他有误参数”改为“其他无效参数”。
