ID,规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,严重程度,Kit名称,开发责任人,测试责任人,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
cmramc49c0qobh67b7u67b72a,12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-native-node-napi-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,OH_ArkUI_PostIdleCallback,native_node_napi.h,666,未确认,P2,ArkUI,,,该返回说明中 ARKUI_ERROR_CODE_CAPI_INIT_ERROR 仅说明错误类型，缺少可能原因和处理步骤；ARKUI_ERROR_CODE_UI_CONTEXT_INVALID 和 ARKUI_ERROR_CODE_CALLBACK_INVALID 仅说明无效对象/函数，缺少处理措施。同一行多个错误码说明不完整，合并为一条问题。,,| int32_t | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化错误，请确认CAPI初始化流程已正确完成后重试。<br>         [ARKUI_ERROR_CODE_UI_CONTEXT_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) uiContext对象无效，请传入有效的uiContext对象。<br>         [ARKUI_ERROR_CODE_CALLBACK_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 回调函数无效，请传入有效的回调函数。 |,| int32_t | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化错误。<br>         [ARKUI_ERROR_CODE_UI_CONTEXT_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) uiContext对象无效。<br>         [ARKUI_ERROR_CODE_CALLBACK_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 回调函数无效。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,是,文档capi-native-node-napi-h.md第666行只写“CAPI初始化错误、uiContext对象无效、回调函数无效”；接口native_node_napi.h第408-416行确认OH_ArkUI_PostIdleCallback会返回这些错误码，需要在该接口返回说明补充可检查项。,已在文档capi-native-node-napi-h.md第666行补充：CAPI初始化错误需确认ArkUI Native接口运行环境已完成初始化，uiContext需检查是否为空或是否来自有效UIContext对象，callback需检查是否为空。
cmramc4920qoah67bgq1jfkt7,12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-native-node-napi-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,OH_ArkUI_PostFrameCallback,native_node_napi.h,636,未确认,P2,ArkUI,,,该返回说明中 ARKUI_ERROR_CODE_CAPI_INIT_ERROR 仅说明错误类型，缺少可能原因和处理步骤；ARKUI_ERROR_CODE_UI_CONTEXT_INVALID 和 ARKUI_ERROR_CODE_CALLBACK_INVALID 仅说明无效对象/函数，缺少处理措施。同一行多个错误码说明不完整，合并为一条问题。,,| int32_t | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化错误，请确认CAPI初始化流程已正确完成后重试。<br>         [ARKUI_ERROR_CODE_UI_CONTEXT_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) uiContext对象无效，请传入有效的uiContext对象。<br>         [ARKUI_ERROR_CODE_CALLBACK_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 回调函数无效，请传入有效的回调函数。 |,| int32_t | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化错误。<br>         [ARKUI_ERROR_CODE_UI_CONTEXT_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) uiContext对象无效。<br>         [ARKUI_ERROR_CODE_CALLBACK_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 回调函数无效。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,是,文档capi-native-node-napi-h.md第636行只写“CAPI初始化错误、uiContext对象无效、回调函数无效”；接口native_node_napi.h第367-375行确认OH_ArkUI_PostFrameCallback会返回这些错误码，需要在该接口返回说明补充可检查项。,已在文档capi-native-node-napi-h.md第636行补充：CAPI初始化错误需确认ArkUI Native接口运行环境已完成初始化，uiContext需检查是否为空或是否来自有效UIContext对象，callback需检查是否为空。
cmramc48u0qo9h67bwch6rc47,12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-native-node-napi-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,OH_ArkUI_InitModuleForArkTSEnv,native_node_napi.h,586,未确认,P2,ArkUI,,,该返回说明中 ARKUI_ERROR_CODE_PARAM_INVALID 已给出部分原因但缺少处理措施；ARKUI_ERROR_CODE_CAPI_INIT_ERROR 仅说明错误类型，未提供可能原因或处理步骤。同一行多个错误码说明不完整，合并为一条问题。,,| [ArkUI_ErrorCode](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 参数无效（如env为null或设置白名单失败），请检查env是否为null，并确认白名单设置成功。<br>         [ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化错误，请确认CAPI初始化流程已正确完成后重试。 |,| [ArkUI_ErrorCode](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 参数无效（如env为null或设置白名单失败）。<br>         [ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化错误。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,是,文档capi-native-node-napi-h.md第586行对ARKUI_ERROR_CODE_PARAM_INVALID只给出部分原因，对ARKUI_ERROR_CODE_CAPI_INIT_ERROR只写错误类型；接口native_node_napi.h第381-388行列出env为空、白名单设置失败和CAPI初始化错误，需要补充处理指引。,已在文档capi-native-node-napi-h.md第586行补充：参数无效可能因env为空或设置白名单失败，需检查env是否有效；CAPI初始化错误需确认当前运行环境支持ArkUI Native接口并重试。
cmramc4590qnwh67bil73dkew,12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-native-node-napi-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,OH_ArkUI_GetDrawableDescriptorFromResourceNapiValue,native_node_napi.h,195,未确认,P2,ArkUI,,,该返回说明列出了 ARKUI_ERROR_CODE_PARAM_INVALID，但仅说明“函数参数异常”，未提供可操作的处理措施；本接口处未补足解决步骤。,,| int32_t | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 函数参数异常，请检查传入的env、value和drawableDescriptor是否有效。 |,| int32_t | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 函数参数异常。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,是,文档capi-native-node-napi-h.md第195行只写“函数参数异常”；接口native_node_napi.h第110-119行列出env、value、drawableDescriptor三个入参，需要说明检查这些参数。,已在文档capi-native-node-napi-h.md第195行补充：请检查传入的env、value和drawableDescriptor是否有效。
cmramc4510qnvh67bp22193ku,12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-native-node-napi-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,OH_ArkUI_GetDrawableDescriptorFromNapiValue,native_node_napi.h,167,未确认,P2,ArkUI,,,该返回说明列出了 ARKUI_ERROR_CODE_PARAM_INVALID，但仅说明“函数参数异常”，未提供可操作的处理措施；本接口处未补足解决步骤。,,| int32_t | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 函数参数异常，请检查传入的env、value和drawableDescriptor是否有效。 |,| int32_t | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 函数参数异常。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,是,文档capi-native-node-napi-h.md第167行只写“函数参数异常”；接口native_node_napi.h第95-104行列出env、value、drawableDescriptor三个入参，需要说明检查这些参数。,已在文档capi-native-node-napi-h.md第167行补充：请检查传入的env、value和drawableDescriptor是否有效。
cmramc44t0qnuh67bsx2z1vee,12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-native-node-napi-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,OH_ArkUI_GetNodeContentFromNapiValue,native_node_napi.h,139,未确认,P2,ArkUI,,,该返回说明列出了 ARKUI_ERROR_CODE_PARAM_INVALID，但仅说明“函数参数异常”，未提供可操作的处理措施；本接口处未补足解决步骤。,,| int32_t | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 函数参数异常，请检查传入的env、value和content是否有效。 |,| int32_t | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 函数参数异常。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,是,文档capi-native-node-napi-h.md第139行只写“函数参数异常”；接口native_node_napi.h第81-89行列出env、value、content三个入参，需要说明检查这些参数。,已在文档capi-native-node-napi-h.md第139行补充：请检查传入的env、value和content是否有效。
cmramc44l0qnth67bugjs5whc,12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-native-node-napi-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,OH_ArkUI_GetContextFromNapiValue,native_node_napi.h,111,未确认,P2,ArkUI,,,该返回说明列出了 ARKUI_ERROR_CODE_PARAM_INVALID，但仅说明“函数参数异常”，未提供可操作的处理措施；本接口处未补足解决步骤。,,| int32_t | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 函数参数异常，请检查传入的env、value和context是否有效。 |,| int32_t | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 函数参数异常。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,是,文档capi-native-node-napi-h.md第111行只写“函数参数异常”；接口native_node_napi.h第66-74行列出env、value、context三个入参，需要说明检查这些参数。,已在文档capi-native-node-napi-h.md第111行补充：请检查传入的env、value和context是否有效。
cmramc44a0qnsh67b7tty8sd0,12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-native-node-napi-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,OH_ArkUI_GetNodeHandleFromNapiValue,native_node_napi.h,83,未确认,P2,ArkUI,,,该返回说明列出了 ARKUI_ERROR_CODE_PARAM_INVALID，但仅说明“函数参数异常”，未提供可操作的处理措施；本接口处未补足解决步骤。,,| int32_t | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 函数参数异常，请检查传入的env、frameNode和handle是否有效。 |,| int32_t | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 函数参数异常。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,是,文档capi-native-node-napi-h.md第83行只写“函数参数异常”；接口native_node_napi.h第52-60行列出env、frameNode、handle三个入参，需要说明检查这些参数。,已在文档capi-native-node-napi-h.md第83行补充：请检查传入的env、frameNode和handle是否有效。
cmramc4nq0qpxh67bgt5kzs80,12.1.1.2,检查文档中清楚地说明了使用场景。,capi-native-node-napi-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,OH_ArkUI_PostIdleCallback,native_node_napi.h,647,未确认,P2,ArkUI,,,该函数说明详细描述了空闲回调触发条件，但未说明该回调适用于利用帧间空闲时间处理非紧急任务等应用场景。,,注册一个回调函数，在下一帧渲染结束后如果距离下一帧到来剩余时间大于1ms时，该回调函数将被执行；如果剩余时间小于1ms时，回调函数将被顺延至当某个下一帧的剩余时间大于1ms时再执行。如果当前没有下一帧，将自动请求下一帧，适用于需要在Native侧利用帧间空闲时间处理非紧急任务的场景。,注册一个回调函数，在下一帧渲染结束后如果距离下一帧到来剩余时间大于1ms时，该回调函数将被执行；如果剩余时间小于1ms时，回调函数将被顺延至当某个下一帧的剩余时间大于1ms时再执行。如果当前没有下一帧，将自动请求下一帧。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的含义/功能、使用场景、使用效果提供完整,是,文档capi-native-node-napi-h.md第647行只描述空闲回调触发条件；接口native_node_napi.h第399-416行说明该接口注册next idle frame回调，适合补充帧间空闲时间处理任务的使用场景。,已在文档capi-native-node-napi-h.md第647行补充适用于Native侧利用帧间空闲时间处理非紧急任务的场景，并同步优化触发时机表述。同时已同步文档第52行汇总表说明和第647行函数描述，确保二者完全一致。
cmramc4ng0qpwh67bdhi05aqr,12.1.1.2,检查文档中清楚地说明了使用场景。,capi-native-node-napi-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,OH_ArkUI_PostFrameCallback,native_node_napi.h,617,未确认,P2,ArkUI,,,该函数说明描述了回调执行时机和线程限制，但未说明下一帧回调适用于界面刷新或渲染相关任务等场景。,,注册一个回调函数，以便在下一帧渲染时执行，适用于需要在Native侧于下一帧执行界面刷新或渲染相关任务的场景。不允许在非UI线程调用，检查到非UI线程调用程序会主动中止。,注册一个回调函数，以便在下一帧渲染时执行。不允许在非UI线程调用，检查到非UI线程调用程序会主动中止。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的含义/功能、使用场景、使用效果提供完整,是,文档capi-native-node-napi-h.md第617行只说明下一帧渲染执行和线程限制；接口native_node_napi.h第358-375行说明该接口注册下一帧渲染回调，适合补充界面刷新或渲染相关任务场景。,已在文档capi-native-node-napi-h.md第617行补充适用于Native侧在下一帧执行界面刷新或渲染相关任务的场景，并优化非UI线程调用后果表述。
