0.30.1.2,检测 Markdown 文件中接口、参数等中英文一致性、描述准确性问题。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetNodeBorderRadiusOptionCornerRadius,native_render.h,2563,,,未确认-a1,P2,接口标题“SetNodeBorderRadiusOptionCornerRadius”、参数名“cornerRadius”和方向类型“ArkUI_CornerDirection”均表示设置指定角的圆角半径，描述中的“边缘值”错误地将角表述为边缘。仅凭现有上下文无法确认业务上是否允许传入0，因此不对后一句的取值约束作结论。,,设置节点指定角的边框圆角半径。请注意，入参cornerRadius为uint32_t，仅支持传入正整数。,设置节点边框半径的边缘值。请注意，入参cornerRadius为uint32_t，仅支持传入正整数。,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,是,native_render.h第1830行将cornerRadius声明为uint32_t，render_node.cpp第1796-1818行直接赋值，0是有效的非负整数；修复前文档第2563行把对象写成边缘值、遗漏参数限制或错误排除了0。,已同步修改capi-native-render-h.md第165、2631、2639行：总览和正文统一为“设置节点指定角的边框半径”，删除“仅支持传入正整数”的错误说明，并在cornerRadius参数中明确单位为px、取值为非负整数（包含0）。
0.30.1.2,检测 Markdown 文件中接口、参数等中英文一致性、描述准确性问题。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetNodeBorderColorOptionEdgeColor,native_render.h,2513,,,未确认-a2,P2,接口标题中的“EdgeColor”和参数“edgeColor”表示设置指定边缘的边框颜色，当前描述中的“边缘值”未准确对应颜色这一设置对象。,,设置节点指定边缘的边框颜色。,设置节点边框颜色的边缘值。,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,是,接口名或参数名明确包含对应的Color、Width、Style或CornerRadius语义；修复前文档第2513行统一写成泛化的“边缘值”，未准确表达边缘颜色。,已在文档第2579行修改为“设置节点边框的边缘颜色”。
0.30.1.2,检测 Markdown 文件中接口、参数等中英文一致性、描述准确性问题。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetNodeBorderStyleOptionEdgeStyle,native_render.h,2413,,,未确认-a3,P2,接口标题中的“EdgeStyle”和参数“edgeStyle”明确表示设置指定边缘的边框样式，而“边缘值”未准确说明设置对象。,,设置节点指定边缘的边框样式。,设置节点边框样式的边缘值。,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,是,接口名或参数名明确包含对应的Color、Width、Style或CornerRadius语义；修复前文档第2413行统一写成泛化的“边缘值”，未准确表达边缘样式。,已在文档第2475行修改为“设置节点边框的边缘样式”。
0.30.1.2,检测 Markdown 文件中接口、参数等中英文一致性、描述准确性问题。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetContentModifierOnDraw,native_render.h,2317,,,未确认-a4,P1,"函数原型中的参数类型为“void (*callback)(ArkUI_DrawContext* context, void* userData)”，参数表却遗漏了 callback 前的函数指针符号“*”以及 ArkUI_DrawContext 后的指针符号“*”，导致参数类型与接口声明不一致。",,"| void (*callback)([ArkUI_DrawContext](capi-arkui-nativemodule-arkui-drawcontext.md)* context, void* userData) | 绘制事件接收回调。 |","| void (callback)([ArkUI_DrawContext](capi-arkui-nativemodule-arkui-drawcontext.md) context, void* userData) | 绘制事件接收回调。 |",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,是,"native_render.h第1695-1696行声明回调为void (*callback)(ArkUI_DrawContext* context, void* userData)；修复前文档第2317行遗漏*callback和ArkUI_DrawContext*中的星号，签名不一致。","已在文档第2373行修改为“void (*callback)(ArkUI_DrawContext* context, void* userData)；绘制事件接收回调。context表示绘制上下文；userData表示调用本接口时传入的自定义数据”。"
0.30.1.2,检测 Markdown 文件中接口、参数等中英文一致性、描述准确性问题。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,,native_render.h,165,,,未确认-a5,P2,接口名“CornerRadius”、参数名“cornerRadius”和方向类型“ArkUI_CornerDirection”均表明该接口设置指定角的圆角半径，中文描述中的“边缘值”混淆了角和边缘。,,"| [void OH_ArkUI_RenderNodeUtils_SetNodeBorderRadiusOptionCornerRadius(ArkUI_NodeBorderRadiusOption* option, uint32_t cornerRadius, ArkUI_CornerDirection direction)](#oh_arkui_rendernodeutils_setnodeborderradiusoptioncornerradius) | - | 设置节点指定角的边框圆角半径。|","| [void OH_ArkUI_RenderNodeUtils_SetNodeBorderRadiusOptionCornerRadius(ArkUI_NodeBorderRadiusOption* option, uint32_t cornerRadius, ArkUI_CornerDirection direction)](#oh_arkui_rendernodeutils_setnodeborderradiusoptioncornerradius) | - | 设置节点边框半径的边缘值。|",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,是,接口名或参数名明确包含对应的Color、Width、Style或CornerRadius语义；修复前文档第165行统一写成泛化的“边缘值”，未准确表达指定角半径。,已修改capi-native-render-h.md第165行汇总表：将接口摘要改为“设置节点边框的指定角半径”。
0.30.1.2,检测 Markdown 文件中接口、参数等中英文一致性、描述准确性问题。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,,native_render.h,162,,,未确认-a6,P2,接口名中的“EdgeColor”和参数名“edgeColor”表示设置指定边缘的边框颜色，中文描述却笼统写为“边缘值”，未准确表达设置对象。,,"| [void OH_ArkUI_RenderNodeUtils_SetNodeBorderColorOptionEdgeColor(ArkUI_NodeBorderColorOption* option, uint32_t edgeColor, ArkUI_EdgeDirection direction)](#oh_arkui_rendernodeutils_setnodebordercoloroptionedgecolor) | - | 设置节点指定边缘的边框颜色。|","| [void OH_ArkUI_RenderNodeUtils_SetNodeBorderColorOptionEdgeColor(ArkUI_NodeBorderColorOption* option, uint32_t edgeColor, ArkUI_EdgeDirection direction)](#oh_arkui_rendernodeutils_setnodebordercoloroptionedgecolor) | - | 设置节点边框颜色的边缘值。|",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,是,接口名或参数名明确包含对应的Color、Width、Style或CornerRadius语义；修复前文档第162行统一写成泛化的“边缘值”，未准确表达边缘颜色。,已修改capi-native-render-h.md第162行汇总表：将接口摘要改为“设置节点边框的边缘颜色”。
0.30.1.2,检测 Markdown 文件中接口、参数等中英文一致性、描述准确性问题。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,,native_render.h,156,,,未确认-a7,P2,接口名中的“EdgeStyle”和参数名“edgeStyle”表明该接口用于设置指定边缘的边框样式，而中文描述中的“边缘值”未准确说明设置对象是边框样式。,,"| [void OH_ArkUI_RenderNodeUtils_SetNodeBorderStyleOptionEdgeStyle(ArkUI_NodeBorderStyleOption* option, ArkUI_BorderStyle edgeStyle, ArkUI_EdgeDirection direction)](#oh_arkui_rendernodeutils_setnodeborderstyleoptionedgestyle) | - | 设置节点指定边缘的边框样式。|","| [void OH_ArkUI_RenderNodeUtils_SetNodeBorderStyleOptionEdgeStyle(ArkUI_NodeBorderStyleOption* option, ArkUI_BorderStyle edgeStyle, ArkUI_EdgeDirection direction)](#oh_arkui_rendernodeutils_setnodeborderstyleoptionedgestyle) | - | 设置节点边框样式的边缘值。|",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,是,接口名或参数名明确包含对应的Color、Width、Style或CornerRadius语义；修复前文档第156行统一写成泛化的“边缘值”，未准确表达边缘样式。,已修改capi-native-render-h.md第156行汇总表：将接口摘要改为“设置节点边框的边缘样式”。
0.30.1.2,检测 Markdown 文件中接口、参数等中英文一致性、描述准确性问题。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,registerNodeCustomEventReceiver,ArkUI_NativeNodeAPI_1,644,,,未确认-a8,P2,registerNodeCustomEventReceiver 是用于注册统一回调入口的接口，其参数表明确将 eventReceiver 描述为“事件回调统一入口函数”。因此，框架实际调用的是已注册的 eventReceiver，而不是 registerNodeCustomEventReceiver 接口本身。,,注册自定义节点事件回调统一入口函数。ArkUI框架会统一收集过程中产生的自定义组件事件并通过注册的eventReceiver函数回调给开发者。<br> 重复调用时会覆盖前一次注册的函数。<br> 避免直接保存[ArkUI_NodeCustomEvent](capi-arkui-nativemodule-arkui-nodecustomevent.md)对象指针，数据会在回调结束后销毁。<br> 如果需要和组件实例绑定，可以使用addNodeCustomEventReceiver函数接口。<br>,注册自定义节点事件回调统一入口函数。ArkUI框架会统一收集过程中产生的自定义组件事件并通过注册的registerNodeCustomEventReceiver函数回调给开发者。<br> 重复调用时会覆盖前一次注册的函数。<br> 避免直接保存[ArkUI_NodeCustomEvent](capi-arkui-nativemodule-arkui-nodecustomevent.md)对象指针，数据会在回调结束后销毁。<br> 如果需要和组件实例绑定，可以使用addNodeCustomEventReceiver函数接口。<br>,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,是,capi-arkui-nativemodule-arkui-nativenodeapi-1.md原第644行把注册接口误写成实际回调；ace_engine/interfaces/native/node/node_extened.cpp第177-180行保存eventReceiver，第227-228行调用g_customEventReceiver，实际被调用的是eventReceiver。,已同步修改capi-arkui-nativemodule-arkui-nativenodeapi-1.md第59、644行，将“通过registerNodeCustomEventReceiver函数回调”改为“通过注册的eventReceiver函数回调”。
0.30.1.2,检测 Markdown 文件中接口、参数等中英文一致性、描述准确性问题。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,,ArkUI_NativeNodeAPI_1,59,,,未确认-a9,P2,registerNodeCustomEventReceiver 是注册回调入口的接口，函数签名表明实际作为回调函数传入并由框架调用的是 eventReceiver 参数。原文称框架通过 registerNodeCustomEventReceiver 函数回调开发者，混淆了注册接口与回调函数的职责。,,| [void (\*registerNodeCustomEventReceiver)(void (\*eventReceiver)(ArkUI_NodeCustomEvent* event))](#registernodecustomeventreceiver) | 注册自定义节点事件回调统一入口函数。ArkUI框架会统一收集过程中产生的自定义组件事件并通过注册的eventReceiver函数回调给开发者。<br> 重复调用时会覆盖前一次注册的函数。<br> 避免直接保存ArkUI_NodeCustomEvent对象指针，数据会在回调结束后销毁。<br> 如果需要和组件实例绑定，可以使用addNodeCustomEventReceiver函数接口。<br> |,| [void (\*registerNodeCustomEventReceiver)(void (\*eventReceiver)(ArkUI_NodeCustomEvent* event))](#registernodecustomeventreceiver) | 注册自定义节点事件回调统一入口函数。ArkUI框架会统一收集过程中产生的自定义组件事件并通过注册的registerNodeCustomEventReceiver函数回调给开发者。<br> 重复调用时会覆盖前一次注册的函数。<br> 避免直接保存ArkUI_NodeCustomEvent对象指针，数据会在回调结束后销毁。<br> 如果需要和组件实例绑定，可以使用addNodeCustomEventReceiver函数接口。<br> |,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,是,capi-arkui-nativemodule-arkui-nativenodeapi-1.md原第59行混淆注册函数与回调参数；ace_engine/interfaces/native/node/node_extened.cpp第177-180行注册eventReceiver，第227-228行实际调用该回调。,已将capi-arkui-nativemodule-arkui-nativenodeapi-1.md汇总表第59行与正文第644行同步改为通过注册的eventReceiver函数回调。
0.30.1.3,检测 Markdown 文件中常识性错误检查,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,,ArkUI_NativeNodeAPI_1,15,,,未确认-a10,P1,概述使用“需要在主线程上调用”，表示Node模块相关接口均具有强制性的主线程调用要求；但disposeNode()的详细描述说明，在非主线程调用时需要注意组件对象的生命周期，并仅表述为“不建议在非主线程上调用”，表明该接口并非绝对禁止在非主线程调用。概述的统一强制约束与具体接口说明不一致。,,ArkUI提供的Native侧Node类型接口集合。Node模块相关接口建议在主线程上调用，具体线程要求请参见各接口说明。,ArkUI提供的Native侧Node类型接口集合。Node模块相关接口需要在主线程上调用。,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/common-sense/SKILL.md,,,,,否,capi-arkui-nativemodule-arkui-nativenodeapi-1.md第15行的主线程约束与interface/sdk_c/arkui/ace_engine/native/native_node.h第13818-13822行“must be called in the main thread”一致；disposeNode的生命周期提示不能推翻结构体级总约束。,无需修改capi-arkui-nativemodule-arkui-nativenodeapi-1.md第15行，保留“Node模块相关接口需要在主线程上调用”。
