23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-circleshapeoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-circleshapeoption.md,,ArkUI_CircleShapeOption,10,,,未确认-a449,P1,该C语言typedef声明末尾缺少必需的分号，放入上下文编译时会产生语法错误，不符合示例代码应可正常编译且无报错和告警的要求。,,typedef struct ArkUI_CircleShape ArkUI_CircleShapeOption;,typedef struct ArkUI_CircleShape ArkUI_CircleShapeOption,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,否,capi-arkui-nativemodule-arkui-circleshapeoption.md第9-11行是类型签名展示，不是可独立编译的示例；实际接口native_render.h第148行的typedef声明已带分号，且同类Native类型页均按签名格式省略结尾分号。,无需修改，保留文档第10行的类型签名；编译时应使用native_render.h第148行的完整声明。
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-circleshapeoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-circleshapeoption.md,,ArkUI_CircleShapeOption,10,,,未确认-a450,P1,该typedef声明末尾缺少分号，不是完整、合法的C语言类型别名声明，按原文使用会导致编译语法错误。,,typedef struct ArkUI_CircleShape ArkUI_CircleShapeOption;,typedef struct ArkUI_CircleShape ArkUI_CircleShapeOption,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,capi-arkui-nativemodule-arkui-circleshapeoption.md第10行按Native类型页约定展示声明签名，实际C声明位于native_render.h第148行且结尾已有分号，因此不是非法接口声明。,无需修改，保留文档第10行；不把类型签名展示误改为代码示例。
21.1.1.1,检查文档中英文单词拼写无错误、中文无错别字、无多字/少字,capi-arkui-nativemodule-arkui-attributeitem.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-attributeitem.md,,ArkUI_AttributeItem,30,,,未确认-a451,P1,“配合变量value使用”之后缺少谓语“表示”，使“value数组的长度”成为缺少谓语的残缺成分，属于明确的少字问题。,,| int32_t size                       | 数字类型数组大小，配合变量value使用，表示value数组的长度。 |,| int32_t size                       | 数字类型数组大小，配合变量value使用，value数组的长度。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/21_1_1_1.md,质量,内容规范性,无拼写错误/错别字/重复字,验证文档中无拼写错误、错别字、重复字,是,扫描时capi-arkui-nativemodule-arkui-attributeitem.md原第30行“配合变量value使用，value数组的长度”缺少谓语；native_node.h第203-205行明确size表示value数组长度。,当前库已将capi-arkui-nativemodule-arkui-attributeitem.md第30行改为“value数组的长度，需配合变量value使用”。
21.1.1.1,检查文档中英文单词拼写无错误、中文无错别字、无多字/少字,capi-arkui-nativemodule-arkui-attributeitem.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-attributeitem.md,,ArkUI_AttributeItem,15,,,未确认-a452,P1,“setAttribute函数”与“通用入参结构”之间缺少结构助词“的”，导致定中关系不完整，属于缺少关键字造成的明确语法错误。,,定义[setAttribute](capi-arkui-nativemodule-arkui-nativenodeapi-1.md#setattribute)函数的通用入参结构。各个属性设置接口可选择使用其中的成员变量来存储特定类型的参数数据。,定义[setAttribute](capi-arkui-nativemodule-arkui-nativenodeapi-1.md#setattribute)函数通用入参结构。各个属性设置接口可选择使用其中的成员变量来存储特定类型的参数数据。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/21_1_1_1.md,质量,内容规范性,无拼写错误/错别字/重复字,验证文档中无拼写错误、错别字、重复字,是,扫描时capi-arkui-nativemodule-arkui-attributeitem.md原第15行“setAttribute函数通用入参结构”缺少结构助词，无法清楚表达所属关系。,当前库已在capi-arkui-nativemodule-arkui-attributeitem.md第15行补充“的”，改为“setAttribute函数的通用入参结构”。
12.2.2.9,若相关参数间存在配合/制约关系，检查文档中对于满足配合/制约关系的效果、不满足产生的影响描述完整。,capi-arkui-nativemodule-arkui-attributeitem.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-attributeitem.md,,ArkUI_AttributeItem,30,,,未确认-a453,P2,该句明确说明size需要与value配合使用，并说明size表示value数组的长度，但未说明size与value数组实际长度不一致时产生的影响，参数配合关系的后果描述不完整。,,| int32_t size                       | 数字类型数组大小，配合变量value使用，表示value数组的长度；size与value数组实际长度不一致时的影响需根据接口实际行为补充说明。 |,| int32_t size                       | 数字类型数组大小，配合变量value使用，value数组的长度。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_9.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,否,native_node.h第201-210行仅定义通用ArkUI_AttributeItem，具体属性如何校验value与size由各setAttribute属性实现决定；文档第29-30行已准确说明数组及其长度，无法为通用结构补充统一的不一致后果。,无需修改，保留capi-arkui-nativemodule-arkui-attributeitem.md第29-30行；具体长度限制应在对应属性接口中依据实现说明。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-attributeitem.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-attributeitem.md,,ArkUI_AttributeItem,30,,,未确认-a454,P2,“数字类型数组大小”与“value数组的长度”语义重复，但二者之间缺少明确的连接关系；“value数组的长度”作为末尾分句成分不完整，导致size的含义及其与value的配合关系表述不清。,,| int32_t size                       | 数字类型数组的大小，即value数组的长度，与变量value配合使用。 |,| int32_t size                       | 数字类型数组大小，配合变量value使用，value数组的长度。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,扫描时capi-arkui-nativemodule-arkui-attributeitem.md原第30行语义重复且成分衔接不完整，native_node.h第204-205行表明size就是value数组长度。,当前库已将capi-arkui-nativemodule-arkui-attributeitem.md第30行统一为“value数组的长度，需配合变量value使用”。
0.30.1.2,检测 Markdown 文件中接口、参数等中英文一致性、描述准确性问题。,capi-arkui-nativemodule-arkui-attributeitem.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-attributeitem.md,,ArkUI_AttributeItem,30,,,未确认-a455,P2,“数字类型数组大小”与“value数组的长度”语义重复，且“配合变量value使用，value数组的长度”缺少明确的谓语衔接，导致成员说明冗余且语句不通顺。size表示value数组的长度，直接说明该含义即可。,,| int32_t size                       | value数组的长度。 |,| int32_t size                       | 数字类型数组大小，配合变量value使用，value数组的长度。 |,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,是,扫描时capi-arkui-nativemodule-arkui-attributeitem.md原第30行同时重复“数组大小”和“数组长度”，且“配合变量value使用，value数组的长度”语句不通。,当前库已精简capi-arkui-nativemodule-arkui-attributeitem.md第30行，明确size为value数组长度并说明需与value配合。
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-attributeitem.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-attributeitem.md,,ArkUI_AttributeItem,10,,,未确认-a456,P1,该代码块标记为 C 语言，typedef 结构体声明需要以分号结束，但当前声明在别名 ArkUI_AttributeItem 后缺少分号，不符合 C 语言声明语法。,,typedef struct {...} ArkUI_AttributeItem;,typedef struct {...} ArkUI_AttributeItem,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,capi-arkui-nativemodule-arkui-attributeitem.md第9-11行是匿名结构体类型签名展示；完整接口声明在native_node.h第201-210行并以分号结束，不属于可直接编译的示例代码。,无需修改，保留文档第10行的生成式类型签名。
12.1.1.1,检查文档中关于方法/函数的含义/功能等信息描述是否完整，功能描述中若存在名词或概念不易理解或存在多义性，检查文档是否提供相关知识。,capi-arkui-nativemodule-arkui-activechildreninfo.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-activechildreninfo.md,,ArkUI_ActiveChildrenInfo,26,,,未确认-a457,P2,“活跃”限定了接口获取哪些子节点，但文档未说明其判定条件，开发者无法明确接口返回范围。该概念在当前概述和相关接口说明中也未得到补充解释。,,获取某个节点所有活跃的子节点，并在接口说明中补充“活跃”的具体判定条件。,获取某个节点所有活跃的子节点。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_1_1.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的含义/功能、使用场景、使用效果提供完整,是,扫描时capi-arkui-nativemodule-arkui-activechildreninfo.md原第26行未定义“活跃”；frame_node.cpp第8498-8501行实际仅收集IsActive()为true的FrameNode子节点。,当前库已在capi-arkui-nativemodule-arkui-activechildreninfo.md第15、26行明确为“内部活跃状态为true的FrameNode子节点”。
11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,capi-arkui-nativemodule-arkui-activechildreninfo.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-activechildreninfo.md,,ArkUI_ActiveChildrenInfo,15,,,未确认-a458,P2,该概述仅说明定义了ActiveChildrenInfo结构体，未说明其用于承载节点的活跃子节点信息，也未概括获取节点数量和按索引访问节点等整体能力，用户难以仅通过总体描述理解该结构体的用途。,,定义ActiveChildrenInfo结构体，用于描述节点的活跃子节点信息，支持获取活跃子节点数量以及按索引获取活跃子节点。,定义ActiveChildrenInfo结构体信息。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,是,扫描时capi-arkui-nativemodule-arkui-activechildreninfo.md原第15行只写“定义结构体信息”，未说明结构体承载内容、查询能力和生命周期。,当前库已在文档第15行补充保存活跃子节点、查询数量、按下标读取以及使用后销毁等整体用途。
